44.44076833,4.68732500
44.44076833,4.68732500
44.44076833,4.68732333
44.44076833,4.68732500
44.44076833,4.68732500
44.44076833,4.68732500
44.44076667,4.68732500
44.44076667,4.68732667
44.44076667,4.68732667
44.44076500,4.68733000
44.44076500,4.68733333
44.44076333,4.68733333
44.44076167,4.68733833
44.44075833,4.68734333
44.44075500,4.68734833
44.44075167,4.68735167
44.44074667,4.68735833
44.44074167,4.68736500
44.44073833,4.68736833
44.44073333,4.68737333
44.44072667,4.68737833
44.44072000,4.68738500
44.44071167,4.68739333
44.44070333,4.68740167
44.44069833,4.68740667
44.44069000,4.68741667
44.44068000,4.68742500
44.44067000,4.68743667
44.44065833,4.68744667
44.44064833,4.68745667
44.44064167,4.68746333
44.44063000,4.68747667
44.44061833,4.68748833
44.44060667,4.68749833
44.44059500,4.68751167
44.44058333,4.68752333
44.44057667,4.68753000
44.44056500,4.68754000
44.44055333,4.68755167
44.44054000,4.68756167
44.44052833,4.68757333
44.44051500,4.68758333
44.44050000,4.68759667
44.44049167,4.68760333
44.44047833,4.68761500
44.44046500,4.68762333
44.44045167,4.68763333
44.44043833,4.68764167
44.44042500,4.68764833
44.44041833,4.68765167
44.44040500,4.68766000
44.44039000,4.68766667
44.44037667,4.68767333
44.44036167,4.68768167
44.44034833,4.68769167
44.44034000,4.68769667
44.44032667,4.68770667
44.44031167,4.68771833
44.44029833,4.68772833
44.44028333,4.68774000
44.44026833,4.68775333
44.44026167,4.68775833
44.44024833,4.68777000
44.44023333,4.68778167
44.44021833,4.68779167
44.44020167,4.68780333
44.44018667,4.68781667
44.44017333,4.68782833
44.44016667,4.68783333
44.44015167,4.68784500
44.44013833,4.68785667
44.44012333,4.68786833
44.44011000,4.68788000
44.44009667,4.68789333
44.44008833,4.68789833
44.44007500,4.68791000
44.44006000,4.68792167
44.44004667,4.68793333
44.44003167,4.68794500
44.44001667,4.68795833
44.44000000,4.68797000
44.43999333,4.68797667
44.43997667,4.68799000
44.43996000,4.68800167
44.43994167,4.68801500
44.43992500,4.68802833
44.43990833,4.68804000
44.43989833,4.68804667
44.43988167,4.68806000
44.43986333,4.68807333
44.43984667,4.68808833
44.43983000,4.68810333
44.43981333,4.68811833
44.43979667,4.68813333
44.43979000,4.68814000
44.43977333,4.68815333
44.43975667,4.68816667
44.43974167,4.68818000
44.43972500,4.68819167
44.43971000,4.68820500
44.43969333,4.68821667
44.43968500,4.68822333
44.43967000,4.68823667
44.43965333,4.68825000
44.43963667,4.68826333
44.43962000,4.68827667
44.43960500,4.68829000
44.43959667,4.68829833
44.43958000,4.68831167
44.43956333,4.68832667
44.43954667,4.68834000
44.43953167,4.68835500
44.43951500,4.68837000
44.43949833,4.68838333
44.43949000,4.68839167
44.43947333,4.68840500
44.43945833,4.68841833
44.43944167,4.68843000
44.43942500,4.68844167
44.43940833,4.68845333
44.43940000,4.68846000
44.43938333,4.68847167
44.43936667,4.68848500
44.43935000,4.68849833
44.43933500,4.68851167
44.43932000,4.68852333
44.43930333,4.68853500
44.43929667,4.68854000
44.43928167,4.68855167
44.43926667,4.68856167
44.43925167,4.68857167
44.43923667,4.68858167
44.43922167,4.68859333
44.43920667,4.68860333
44.43920000,4.68860833
44.43918500,4.68861833
44.43917167,4.68863000
44.43915833,4.68864000
44.43914333,4.68865000
44.43913000,4.68866000
44.43912333,4.68866500
44.43911000,4.68867667
44.43909667,4.68868667
44.43908333,4.68869500
44.43907000,4.68870167
44.43905833,4.68871000
44.43904667,4.68871500
44.43904167,4.68871833
44.43903167,4.68872667
44.43902333,4.68873333
44.43901500,4.68874000
44.43900833,4.68874667
44.43900333,4.68875500
44.43900167,4.68876000
44.43899667,4.68876667
44.43899167,4.68877167
44.43898833,4.68878000
44.43898500,4.68878833
44.43898167,4.68879500
44.43898000,4.68879833
44.43897833,4.68880500
44.43897667,4.68881000
44.43897667,4.68881333
